DSC ID,ZoomInfo ID,SP_COMPANY_ID,Client Name,S&P Ticker,GP ID,URL,Titanium,GWS Enterprise Sector Mapping
2606,22450386,4074740,CFA Institute,,GP131227,http://www.cfainstitute.org/,Not Titanium,Financial & Professional Services
2607,374711878,5876669,Chan Zuckerberg Initiative LLC,,GP109355,http://www.chanzuckerberg.com/,Not Titanium,Infrastructure & Public Enterprise
2608,17288466,7184901,Chenega Corporation,,GP100219,http://www.chenega.com/,Not Titanium,Financial & Professional Services
2609,41582717,4221869,Chicago Public Media Inc,,GP144562,https://www.wbez.org/about,Not Titanium,Tech/Media/Telecom
2610,47190579,14162335,Chipman Relocation & Logistics,,GP131058,http://www.chipmanrelo.com/,Not Titanium,Financial & Professional Services
2611,58758592,4950442,Cision,,GP114251,http://www.cision.com/,Not Titanium,Tech/Media/Telecom
2612,10799116,5746691,City of Chattanooga,,GP140219,https://chattanooga.gov/,Not Titanium,Infrastructure & Public Enterprise
2613,4964967,10705141,City of Dallas,,GP108400,https://dallascityhall.com/Pages/default.aspx,Not Titanium,Infrastructure & Public Enterprise
2614,59099809,,City of Englewood,,GP107517,https://www.englewoodco.gov/,Not Titanium,Infrastructure & Public Enterprise
2615,44308373,9513256,City of Roseville,,GP100909,https://www.roseville.ca.us/,Not Titanium,Infrastructure & Public Enterprise
2616,31363397,9538150,City of Stockton,,GP100989,http://www.stocktonca.gov/,Not Titanium,Infrastructure & Public Enterprise
2617,343917106,4059268,Cleveland-Cliffs (Cliffs Natural Resources),NYSE:CLF,GP135203,http://www.clevelandcliffs.com/,Not Titanium,Industrial & Logistics
2618,8667685,4334158,Cobham plc,,GP100250,https://www.cobham.com/,Not Titanium,Industrial & Logistics
2619,373898128,23020295,Cohen Veterans Network,,GP118511,http://www.cohenveteransnetwork.org/,Not Titanium,Healthcare
2620,347469843,6854029,Colas Canada Inc.,,GP101832,http://www.colascanada.ca/,Not Titanium,Industrial & Logistics
2621,8880647,4336312,Columbia Distributing,,GP101347,https://www.coldist.com/,Not Titanium,Industrial & Logistics
2622,56791527,4419132,Columbia Sportswear Company,NASDAQGS:COLM,GP112600,http://www.columbia.com/,Not Titanium,Retail & Multi-Site
2623,29054243,4157365,"comScore, Inc.",NASDAQGS:SCOR,GP104403,http://www.comscore.com/,Not Titanium,Financial & Professional Services
2624,399034598,4973290,Conduent,NASDAQGS:CNDT,GP106462,http://www.conduent.com/,Not Titanium,Financial & Professional Services
2625,371643118,5867192,Confluent Health LLC,,GP126239,https://goconfluent.com/,Not Titanium,Financial & Professional Services
2626,356566105,,Convene,,GP103656,https://convene.com/,Not Titanium,Travel & Hospitality
2627,345825887,4345833,Cooper's Hawk Winery and Restaurants,,GP108734,http://chwinery.com/,Not Titanium,Retail & Multi-Site
2628,357755417,4985694,Corbion N.V,ENXTAM:CRBN,GP111201,http://www.corbion.com/,Not Titanium,Retail & Multi-Site
2629,31785051,4199080,"CoreLogic, Inc.",,GP100269,http://www.corelogic.com/,Not Titanium,Tech/Media/Telecom
2630,26709531,6423745,CorePower Yoga LLC,,GP112446,http://www.corepoweryoga.com/,Not Titanium,Financial & Professional Services
2631,25086616,5031202,Creation Technologies,,GP132391,http://www.creationtech.com/,Not Titanium,Industrial & Logistics
2632,31427849,7047399,"Crest Foods, Inc",,GP122905,http://www.crestfoodsok.com/,Not Titanium,Industrial & Logistics
2633,18729616,110354,Crossmark Global Investments,,GP110699,https://www.crossmarkglobal.com/,Not Titanium,Financial & Professional Services
2634,45587355,4408949,Crowell & Moring LLP,,GP100279,https://www.crowell.com/en,Not Titanium,Financial & Professional Services
2635,21006365,4074144,Crum&Forster,,GP102234,http://www.cfins.com/,Not Titanium,Financial & Professional Services
2636,75794736,11190975,CTS Cement Manufacturing Corporation,,GP106550,https://www.ctscement.com/,Not Titanium,Industrial & Logistics
2637,,7378261,Cudd Pumping Services,,,https://www.cuddenergyservices.com/,Not Titanium,Industrial & Logistics
2638,356445884,12548757,Daniel Wellington,,GP119931,https://global.danielwellington.com/en-us,Not Titanium,Retail & Multi-Site
2639,348666250,6636503,Daseke Inc,NASDAQCM:DSKE,GP131057,https://www.daseke.com/,Not Titanium,Industrial & Logistics
2640,10651216,,"David Evans and Associates, Inc.",,GP109905,https://www.deainc.com/,Not Titanium,Financial & Professional Services
2641,1769589,6617280,Dayton Superior Corporation,,GP126761,https://www.daytonsuperior.com/,Not Titanium,Industrial & Logistics
2642,371809417,5241470,DealCloud,,GP120826,http://www.dealcloud.com/,Not Titanium,Tech/Media/Telecom
2643,10862801,7077800,Del Webb,,GP100859,https://www.delwebb.com/,Not Titanium,Financial & Professional Services
2644,34282038,4307373,Delaware North Cos,,GP121003,http://www.delawarenorth.com/,Not Titanium,Financial & Professional Services
2645,15139113,5087864,"Digital Management, Inc.(DMI)",,GP107980,https://dminc.com/,Not Titanium,Financial & Professional Services
2646,343813738,4400396,Dine Brands,NYSE:DIN,GP108698,https://www.dinebrands.com/en,Not Titanium,Retail & Multi-Site
2647,36739880,4206221,Domino's,NYSE:DPZ,GP102278,https://www.dominos.com/en/,Not Titanium,Retail & Multi-Site
2648,56858510,4023350,Dorsey & Whitney LLP,,GP108031,https://www.dorsey.com/,Not Titanium,Financial & Professional Services
2649,85607114,4040318,Drive Shack Inc.,OTCQX:DSHK,GP120282,http://www.driveshack.com/,Not Titanium,Travel & Hospitality
2650,348866663,4331134,Dropbox,NASDAQGS:DBX,GP100330,http://www.dropbox.com/,Not Titanium,Tech/Media/Telecom
2651,37508400,4658230,DS Smith Plc,LSE:SMDS,GP111377,https://www.dssmith.com/us,Not Titanium,Industrial & Logistics
2652,348311456,4304328,DTLR Villa LLC ,,,http://www.dtlr.com/,Not Titanium,Retail & Multi-Site
2653,36722428,4293685,Duck Creek Technologies,,GP119895,http://www.duckcreek.com/,Not Titanium,Tech/Media/Telecom
2654,26592624,6875318,Dudek,,GP130235,https://dudek.com/,Not Titanium,Industrial & Logistics
2655,442640181,,DUER,,GP105874,https://shopduer.com/,Not Titanium,Retail & Multi-Site
2656,5390594,4021861,Dun & Bradstreet (D&B),NYSE:DNB,GP100288,http://www.dnb.com/,Not Titanium,Tech/Media/Telecom
2657,,4120435,Dunkin' Brands Inc.,,GP121744,http://www.dunkindonuts.com/,Not Titanium,Retail & Multi-Site
2658,12009755,4308655,DWF LLP,,GP114649,http://www.dwfgroup.com/,Not Titanium,Financial & Professional Services
2659,343872676,,Earl of Sandwich,,,http://www.earlofsandwichusa.com/,Not Titanium,Retail & Multi-Site
2660,12173395,4202786,EarthJustice,,GP109881,http://earthjustice.org/,Not Titanium,Infrastructure & Public Enterprise
2661,447518052,26568424,Easyvetclinic,,,https://www.easyvet.com/,Not Titanium,Healthcare
2662,347582364,5148358,Eataly,,GP102334,https://www.eataly.com/,Not Titanium,Retail & Multi-Site
2663,12271889,4991395,Eaton Corporation PLC,NYSE:ETN,GP100343,https://www.eaton.com/,Not Titanium,Industrial & Logistics
2664,12484610,4758370,"Ecmc Group, Inc.",,GP101295,http://www.ecmcgroup.org/,Not Titanium,Financial & Professional Services
2665,369969904,109418425,"Edberg & Perry, Inc",,GP132496,https://www.edbergperry.com/,Not Titanium,Financial & Professional Services
2666,12387428,4043996,Edelman,,GP100351,http://www.edelman.com/,Not Titanium,Financial & Professional Services
2667,368939179,4910590,Edgewell Personal Care Company,NYSE:EPC,GP107763,http://edgewell.com/,Not Titanium,Healthcare
2668,56675540,4094569,Educational Testing Service Inc,,GP106209,http://www.ets.org/,Not Titanium,Infrastructure & Public Enterprise
2669,25299209,5571082,Englewood Health,,GP128627,https://www.englewoodhealth.org/,Not Titanium,Healthcare
2670,49385009,5050141,Entertainment Partners,,GP101352,https://www.ep.com/,Not Titanium,Financial & Professional Services
2671,,6629700,Euro Garages,,GP117963,https://www.eg.group/,Not Titanium,Retail & Multi-Site
2672,13647892,4000338,EXPERIAN PLC,LSE:EXPN,GP101328,http://www.experianplc.com/,Not Titanium,Financial & Professional Services
2673,32214307,4433078,Extreme Networks,NASDAQGS:EXTR,GP100376,http://www.extremenetworks.com/,Not Titanium,Tech/Media/Telecom
2674,347220556,5197771,FastMed Urgent Care,,GP106949,https://www.fastmed.com/,Not Titanium,Healthcare
2675,371611172,6618545,Federal Home Loan Banks,,,http://www.fhlbanks.com/,Not Titanium,Financial & Professional Services
2676,33297282,4051007,Fenwick & West,,GP105601,http://www.fenwick.com/,Not Titanium,Financial & Professional Services
2677,53430685,4147300,FERGUSON ENTERPRISES INC,,GP108838,http://www.ferguson.com/,Not Titanium,Industrial & Logistics
2678,406671654,4089744,Finastra,,GP102155,https://www.finastra.com/,Not Titanium,Tech/Media/Telecom
2679,422648231,20076094,Five Iron Golf,,GP124792,https://fiveirongolf.com/,Not Titanium,Tech/Media/Telecom
2680,47582115,4256640,"Fleetcor Technologies, Inc.",NYSE:FLT,GP100523,http://www.fleetcor.com/,Not Titanium,Financial & Professional Services
2681,440804842,4074555,Flexential Corp.,,GP114506,http://www.flexential.com/,Not Titanium,Financial & Professional Services
2682,559786780,4099157,"FMC Technologies, Inc.",,GP100407,http://www.technipfmc.com/,Not Titanium,EOG & Utilities
2683,23856815,5030267,ForeScout Technologies,,GP102776,https://www.forescout.com/,Not Titanium,Tech/Media/Telecom
2684,88212833,7744233,"Foresite Realty Partners, LLC",,,http://www.foresiterealty.com/,Not Titanium,Financial & Professional Services
2685,566132720,5044053,Fortra (HelpSystems),,,https://www.fortra.com/,Not Titanium,Financial & Professional Services
2686,369377384,19353249,Franworth,,GP121134,https://www.franworth.com/,Not Titanium,Financial & Professional Services
2687,,,Fresh & Easy Neighborhood Market Inc.,,GP101355,https://www.freshandeasy.com/,Not Titanium,Retail & Multi-Site
2688,483109291,6280703,"FRONTEO USA, Inc.",,GP107254,https://legal.fronteousa.com/,Not Titanium,Financial & Professional Services
2689,42372901,3000461,Frost Brown Todd,,GP143328,http://www.frostbrowntodd.com/,Not Titanium,Financial & Professional Services
2690,,4282459,Gemalto,,GP117336,http://www.gemalto.com/,Not Titanium,Tech/Media/Telecom
2691,414906133,8174913,Gentle Monster,,GP103615,https://www.gentlemonster.com/us/,Not Titanium,Retail & Multi-Site
2692,356402123,5293814,Getix Health LLC,,GP126513,https://www.getixhealth.com/,Not Titanium,Healthcare
2693,48713711,6636968,GHD Group Pty Ltd,,GP106821,https://www.ghd.com/,Not Titanium,Financial & Professional Services
2694,23987420,4093815,Gilmore & Bell PC,,GP113036,https://www.gilmorebell.com/,Not Titanium,Financial & Professional Services
2695,45353687,4252727,Goodwill Industries International Inc,,GP102338,http://www.goodwill.org/,Not Titanium,Infrastructure & Public Enterprise
2696,358896585,111753314,Gopuff,,GP127371,http://gopuff.com/,Not Titanium,Retail & Multi-Site
2697,16482486,4667887,Gowling WLG,,GP114562,https://gowlingwlg.com/en/,Not Titanium,Financial & Professional Services
2698,41749473,4990467,Great Lakes Dredge & Dock Corporation,NASDAQGS:GLDD,GP125052,http://gldd.com/,Not Titanium,Industrial & Logistics
2699,32590254,4982540,"Greif, Inc",NYSE:GEF,GP121424,http://www.greif.com/,Not Titanium,Industrial & Logistics
2700,35375246,103415,Hallmark Financial Services,NASDAQGM:HALL ,GP109643,http://www.hallmarkgrp.com/,Not Titanium,Financial & Professional Services
2701,356866606,4913775,Hanon Systems,KOSE:A018880,GP108354,http://www.hanonsystems.com/,Not Titanium,Industrial & Logistics
2702,460319232,,Hard Rock Cafe,,GP107833,http://www.hardrock.com/,Not Titanium,Travel & Hospitality
2703,53807171,6940225,Harris County,,GP127833,https://www.harriscountytx.gov/,Not Titanium,Infrastructure & Public Enterprise
2704,27854975,5151199,Health Choice Network,,GP111375,https://www.hcnetwork.org/,Not Titanium,Financial & Professional Services
2705,17416450,5195323,Health Dimensions Group,,GP115672,https://healthdimensionsgroup.com/,Not Titanium,Healthcare
2706,357757123,5248107,Helpshift,,GP116245,https://www.helpshift.com/,Not Titanium,Tech/Media/Telecom
2707,79824041,4910447,Herbalife Nutrition Ltd,NYSE:HLF,GP111763,http://www.herbalife.com/,Not Titanium,Retail & Multi-Site
2708,347549736,10681772,Herschel Supply Co.,,GP143349,https://herschel.ca/,Not Titanium,Retail & Multi-Site
2709,17695210,5003837,HID Global Corporation,,GP100492,http://www.hidglobal.com/,Not Titanium,Financial & Professional Services
2710,1134528534,4089191,Hiscox plc,LSE:HSX,GP101683,http://www.hiscoxgroup.com/,Not Titanium,Financial & Professional Services
2711,17859287,4064192,HNTB Corporation,,GP110123,http://www.hntb.com/,Not Titanium,Financial & Professional Services
2712,52972131,6619394,Holland America Line Inc,,GP102400,https://www.hollandamerica.com/en_US.html,Not Titanium,Travel & Hospitality
2713,134890579,12477021,Honey Birdette,,,https://us.honeybirdette.com/,Not Titanium,Retail & Multi-Site
2714,348164562,101236741,Hoorsenbuhs LLC,,GP122926,https://hoorsenbuhs.com/,Not Titanium,Retail & Multi-Site
2715,56626616,7510805,Hooters,,GP111459,http://www.hooters.com/,Not Titanium,Retail & Multi-Site
2716,82414057,4041118,"Host Hotels & Resorts, Inc.",NASDAQGS:HST,GP102503,http://www.hosthotels.com/,Not Titanium,Financial & Professional Services
2717,55625912,111254,Hotchkis & Wiley Capital Management,,GP118681,https://www.hwcm.com/,Not Titanium,Financial & Professional Services
2718,344788286,5042427,Howard's Appliances Inc,,GP126054,https://www.howards.com/,Not Titanium,Retail & Multi-Site
2720,50989590,8126403,Hughes Enterprises,,GP112835,https://hughesent.com/,Not Titanium,Industrial & Logistics
2721,54757918,4295937,Hyland Software,,GP105687,https://www.hyland.com/en,Not Titanium,Tech/Media/Telecom
2722,32753995,4996807,IBI Group Inc,,GP102926,http://www.ibigroup.com/,Not Titanium,Industrial & Logistics
2723,365541673,10191090,iDC Logistics Inc,,GP132322,https://idcintl.com/,Not Titanium,Industrial & Logistics
2724,38881672,6258868,Ignition Ventures,,,http://www.ignitionventures.com/,Not Titanium,Financial & Professional Services
2725,,4538614,IHS Markit LTD (Information Handling Services),,GP102175,http://ihsmarkit.com/,Not Titanium,Financial & Professional Services
2726,34196028,5042210,Illinois Bone and Joint Institute,,GP136669,https://www.ibji.com/,Not Titanium,Healthcare
2727,59213607,4754994,iMemories,,,http://www.imemories.com/,Not Titanium,Tech/Media/Telecom
2728,351174001,5221051,Immunocore Limited,NASDAQGS:IMCR,GP143034,http://www.immunocore.com/,Not Titanium,Life Sciences
2729,365949656,6562309,Impossible Foods Inc,,GP109628,http://impossiblefoods.com/,Not Titanium,Industrial & Logistics
2730,19186110,11210307,Informatica Corporation,NYSE:INFA,GP107321,https://www.informatica.com/ca/,Not Titanium,Tech/Media/Telecom
2731,,4586485,Innisfree,,,https://us.innisfree.com/,Not Titanium,Retail & Multi-Site
2732,59115677,5087433,Inrix,,GP117507,http://www.inrix.com/,Not Titanium,Tech/Media/Telecom
2733,346870593,4099023,Insperity,NYSE:NSP,GP100547,http://www.insperity.com/,Not Titanium,Financial & Professional Services
2735,363051112,4768156,Integrity Marketing Group,,GP134465,https://www.integritymarketing.com/,Not Titanium,Financial & Professional Services
2736,19530018,6215283,"Intellectual Ventures, LLC",,GP105891,http://www.intellectualventures.com/,Not Titanium,Financial & Professional Services
2737,19595833,108529196,Interfaith Family Services,,GP118824,https://interfaithdallas.org/,Not Titanium,Infrastructure & Public Enterprise
2738,18890951,4068944,International Monetary Fund,,GP100538,https://www.imf.org/en/Home,Not Titanium,Financial & Professional Services
2739,41765130,4914467,iRobot Corporation,NASDAQGS:IRBT,GP118211,https://www.irobot.com/,Not Titanium,Tech/Media/Telecom
2740,354126331,4368566,Ivanti,,GP115018,http://www.ivanti.com/,Not Titanium,Tech/Media/Telecom
2741,452203309,4221127,IWG Plc (Regus Plc),LSE:IWG,GP100886,https://www.regus.com/,Not Titanium,Financial & Professional Services
2742,51382003,4332334,Jackson Lewis LLP,,GP103468,http://www.jacksonlewis.com/,Not Titanium,Financial & Professional Services
2743,344622009,7783013,JAMS,,GP101365,http://www.jamsadr.com/,Not Titanium,Financial & Professional Services
2744,27329664,4387630,Jason Inc,,GP106559,http://www.jasoninc.com/,Not Titanium,Industrial & Logistics
2745,56953886,6617235,JB Poindexter Inc,,GP109587,http://www.jbpoindexter.com/,Not Titanium,Industrial & Logistics
2746,357603630,4579191,Joe & The Juice,,GP105424,http://www.joejuice.com/,Not Titanium,Retail & Multi-Site
2747,350928698,4162209,John Wood Group Plc (Wood Group),LSE:WG.,GP105081,http://www.woodplc.com/,Not Titanium,Industrial & Logistics
2748,52447721,1022905,Johnson Financial Group,,GP108200,http://www.johnsonfinancialgroup.com/,Not Titanium,Financial & Professional Services
2749,64636244,4590888,Kane Logistics,,,https://www.kanelogistics.com/,Not Titanium,Industrial & Logistics
2750,68817167,4967959,Kapsch Corporation,WBAG:KTCG,GP107262,https://www.kapsch.net/en,Not Titanium,Financial & Professional Services
2751,358636815,4972803,Keysight Technologies Inc,NYSE:KEYS,GP100587,https://www.keysight.com/us/en/home.html,Not Titanium,Tech/Media/Telecom
2752,409707273,4653228,KLDiscovery LLC,OTCPK:KLDI,GP107053,http://www.kldiscovery.com/,Not Titanium,Tech/Media/Telecom
2753,442172447,,Knotel,,GP118790,https://www.knotel.com/,Not Titanium,Financial & Professional Services
2754,91669514,6279063,Korea International Trade Association,,GP111498,http://www.kita.org/,Not Titanium,Financial & Professional Services
2755,158630650,4225417,"Kratos Defense & Security Solutions, Inc",NASDAQGS:KTOS,GP116675,http://www.kratosdefense.com/,Not Titanium,Industrial & Logistics
2756,166904392,4213397,Lending Club,NYSE:LC,GP109494,http://www.lendingclub.com/,Not Titanium,Tech/Media/Telecom
2757,102009645,4021939,Lennox International Inc.,NYSE:LII ,GP103092,http://www.lennoxinternational.com/,Not Titanium,Industrial & Logistics
2758,355242027,14304840,LJM Group,,,https://myljm.com/,Not Titanium,Financial & Professional Services
2759,34309296,,"LogMeIn, Inc.",,GP125472,https://www.logmein.com/,Not Titanium,Tech/Media/Telecom
2760,72746653,,Lucas County Board-Commissioners,,GP125638,https://co.lucas.oh.us/,Not Titanium,Infrastructure & Public Enterprise
2761,347277040,4973038,Lumentum,NASDAQGS:LITE,GP100632,https://www.lumentum.com/en,Not Titanium,Industrial & Logistics
2762,346193751,5229249,Machine Zone,,GP103810,https://www.mz.com/,Not Titanium,Tech/Media/Telecom
2763,463460072,,Makoto Restaurant,,,https://makoto-restaurant.com/,Not Titanium,Retail & Multi-Site
2764,65784241,4534730,Marco's Pizza,,GP105341,http://www.marcos.com/,Not Titanium,Travel & Hospitality
2765,94323648,7304420,Market Force,,GP119567,https://www.marketforce.com/,Not Titanium,Financial & Professional Services
2766,31638720,4029968,Marquette Associates,,GP113716,https://www.marquetteassociates.com/,Not Titanium,Financial & Professional Services
2767,31655171,,Mars Company,,GP100649,https://www.mars.com/,Not Titanium,Retail & Multi-Site
2768,26104257,4023398,"Marshall, Dennehey, Warner, Coleman & Goggin",,GP104644,https://marshalldennehey.com/,Not Titanium,Financial & Professional Services
2769,90476986,7656573,Matchbox Food Group,,GP135988,https://www.matchboxrestaurants.com/,Not Titanium,Retail & Multi-Site
2770,129729226,4082836,"McDermott International, Inc.",,GP112110,https://www.mcdermott.com/Home,Not Titanium,Financial & Professional Services
2771,64325533,106432,McDermott Will & Emery,,GP105980,http://www.mwe.com/,Not Titanium,Financial & Professional Services
2772,451291836,10974759,Mdo Holdings LLC,,GP122935,https://www.mdoholdings.com/,Not Titanium,Financial & Professional Services
2773,346631955,7612688,Medallion Operating Company,,GP111980,https://www.medallionmidstream.com/,Not Titanium,EOG & Utilities
2774,76942557,4987812,Mercury Systems,NASDAQGS:MRCY,GP119474,http://www.mrcy.com/,Not Titanium,Industrial & Logistics
2775,346609279,7586371,Meyer Olson Lowy & Meyers LLP,,GP112457,https://www.molmfamlaw.com/,Not Titanium,Financial & Professional Services
2777,354121785,9934051,Mid-South Food Bank,,GP117010,https://www.midsouthfoodbank.org/,Not Titanium,Retail & Multi-Site
2778,1117775731,4086349,Milestone Investments Inc,,GP116738,http://milestoneinvestmentsinc.com/,Not Titanium,Financial & Professional Services
2779,69747671,4104670,Mitek Systems,NASDAQCM:MITK,GP127877,http://www.miteksystems.com/,Not Titanium,Tech/Media/Telecom
2780,69813687,4337322,"MJ Insurance, Inc.",,GP109340,http://www.mjinsurance.com/,Not Titanium,Financial & Professional Services
2781,70108601,4001036,Modine Manufacturing,NYSE:MOD,GP108617,https://www.modine.com/,Not Titanium,Industrial & Logistics
2782,25526354,4016692,Moog Inc.,NYSE:MOG.A,GP100712,http://www.moog.com/,Not Titanium,Industrial & Logistics
2783,,4061591,Moose International,,GP118190,https://www.mooseintl.org/,Not Titanium,Industrial & Logistics
2784,182764158,4547049,Mooyah,,GP103613,http://www.mooyah.com/,Not Titanium,Retail & Multi-Site
2785,116245188,4048147,"Morningstar, Inc.",NASDAQGS:MORN,GP102521,https://www.morningstar.com/,Not Titanium,Financial & Professional Services
2786,25886950,4099442,Multiplan Inc,NYSE:MPLN,GP101651,http://www.multiplan.us/,Not Titanium,Financial & Professional Services
2787,138970107,7250714,Multnomah county,,GP110801,https://www.multco.us/,Not Titanium,Infrastructure & Public Enterprise
2788,81511736,4684549,National Multiple Sclerosis Society,,GP105840,https://www.nationalmssociety.org/,Not Titanium,Infrastructure & Public Enterprise
2789,6291519,,National Nurses United,,GP114540,https://www.nationalnursesunited.org/,Not Titanium,Infrastructure & Public Enterprise
2790,348137030,7093697,National Property Holdings,,GP110297,https://nationalpropertyholdings.com/,Not Titanium,Financial & Professional Services
2791,159220350,4095801,National University,,GP105435,https://www.nu.edu/,Not Titanium,Financial & Professional Services
2792,198509266,4549136,"National Veterinary Associates, Inc.",,GP111752,https://www.nva.com/,Not Titanium,Healthcare
2793,79217500,4152118,NautaDutilh,,GP104372,https://www.nautadutilh.com/en,Not Titanium,Financial & Professional Services
2794,356329695,5267279,"Netskope, Inc.",,GP117477,http://netskope.com/,Not Titanium,Tech/Media/Telecom
2795,27329156,4274363,Neustar Inc,,GP111267,http://www.home.neustar/,Not Titanium,Tech/Media/Telecom
2796,347629814,19421090,New York & Company Inc,,GP107837,http://www.nyandcompany.com/,Not Titanium,Retail & Multi-Site
2797,44139436,4018953,NFI Industries,,GP101374,http://www.nfiindustries.com/,Not Titanium,Industrial & Logistics
2798,563297508,4325163,Nippon Express,,GP103098,https://www.nipponexpress.com/,Not Titanium,Industrial & Logistics
2799,27771540,3001251,Nixon Peabody LLP,,GP100752,https://www.nixonpeabody.com/,Not Titanium,Financial & Professional Services
2800,27902727,7785736,North American Properties,,GP103248,https://www.naproperties.com/,Not Titanium,Financial & Professional Services
2801,54248577,,North Freeway,,GP106539,https://www.northfreewayhyundai.com/,Not Titanium,Industrial & Logistics
2802,7438394,4000893,Northwestern University,,GP103686,http://www.northwestern.edu/,Not Titanium,Financial & Professional Services
2803,87509225,4144313,NORTON ROSE FULBRIGHT LLP,,GP103017,http://www.nortonrosefulbright.com/,Not Titanium,Financial & Professional Services
2804,368280072,4859966,Novolex,,GP101791,https://novolex.com/,Not Titanium,Industrial & Logistics
2805,483927694,27880134,NowOptics,,GP105688,https://nowoptics.com/,Not Titanium,Healthcare
2806,167608848,8360797,NYC Alliance,,GP137360,https://www.nycalliance.com/,Not Titanium,Retail & Multi-Site
2807,83870659,4010843,Oceaneering International,NYSE:OII,GP105334,http://www.oceaneering.com/,Not Titanium,EOG & Utilities
2808,347288405,19259569,Off Lease Only,,GP101470,https://www.offleaseonly.com/,Not Titanium,Industrial & Logistics
2809,51856469,4544881,OIA Global Logistics International Inc.,,GP120886,https://www.oiaglobal.com/,Not Titanium,Industrial & Logistics
2810,107659740,105341,Olympus Corporation of The Americas,,GP104293,https://www.olympusamerica.com/ca,Not Titanium,Industrial & Logistics
2811,45909057,4064655,O'Melveny & Myers LLP,,GP101551,http://www.omm.com/,Not Titanium,Financial & Professional Services
2812,365403341,5263047,Omnitracs,,GP102155,https://www.omnitracs.com/,Not Titanium,Tech/Media/Telecom
2813,413227657,106372874,One10 LLC,,GP113463,https://www.one10marketing.com/,Not Titanium,Financial & Professional Services
2814,205242816,11749335,Ontario Education Collaborative Marketplace (OECM),,,https://oecm.ca/,Not Titanium,Tech/Media/Telecom
2815,347981602,6269945,Open Dealer Exchange,,GP116792,https://opendealerexchange.com/,Not Titanium,Tech/Media/Telecom
2816,17646300,4015440,Orrick Herrington Sutcliffe LLP,,GP100791,https://www.orrick.com/,Not Titanium,Financial & Professional Services
2817,353624139,5790518,Otera,,GP101504,https://www.oteracapital.com/en-ca,Not Titanium,Financial & Professional Services
2818,29393175,6618577,Pabst Brewing Company,,GP101375,http://pabst.com/,Not Titanium,Retail & Multi-Site
2819,91570806,6992972,Pace Analytical,,GP105825,https://www.pacelabs.com/,Not Titanium,Financial & Professional Services
2820,29573409,5040126,Panduit Corp,,GP112187,http://www.panduit.com/,Not Titanium,Industrial & Logistics
2821,355942693,7586371,Paper Excellence Group,,GP103883,https://paperexcellence.com/,Not Titanium,Industrial & Logistics
2822,92193645,4331622,Paper Source,,GP102244,http://www.papersource.com/,Not Titanium,Retail & Multi-Site
2823,125075912,4432560,Paycom,NYSE:PAYC,GP100821,http://www.paycom.com/,Not Titanium,Tech/Media/Telecom
2824,57919588,4766940,"Pediatrix Medical Group (MEDNAX, Inc.)",NYSE:MD,GP101291,http://www.pediatrix.com/,Not Titanium,Healthcare
2825,54348315,20298076,Peoples Group,,GP117163,https://www.peoplestrust.com/en/,Not Titanium,Financial & Professional Services
2826,152994123,4147480,Perella Weinberg Partners,NASDAQGS:PWP,GP105125,https://pwpartners.com/,Not Titanium,Financial & Professional Services
2827,62079577,5061085,"Perforce Software, Inc.",,GP115018,http://www.perforce.com/,Not Titanium,Tech/Media/Telecom
2828,82936359,4020870,Perkins Coie,,GP103075,https://perkinscoie.com/,Not Titanium,Financial & Professional Services
2829,345500440,113477,Piedmont Office Realty Trust,NYSE:PDM,GP101256,http://www.piedmontreit.com/,Not Titanium,Financial & Professional Services
2830,94847399,4215679,Pike Corporation,,GP117823,https://www.pike.com/,Not Titanium,Industrial & Logistics
2831,30556809,103699,Pitney Bowes,NYSE:PBI,GP103143,https://www.pitneybowes.com/us,Not Titanium,Tech/Media/Telecom
2832,95322703,5042411,"Planned Parenthood Federation of America, Inc.",,GP107759,http://www.plannedparenthood.org/,Not Titanium,Infrastructure & Public Enterprise
2833,76530343,4066414,Platinum Equity,,GP107181,http://www.platinumequity.com/,Not Titanium,Financial & Professional Services
2834,363587177,5307742,Playful Corp.,,GP114387,https://playfulstudios.com/,Not Titanium,Travel & Hospitality
2835,405015068,7709145,Plenty Inc,,GP104914,https://www.plenty.ag/,Not Titanium,EOG & Utilities
2836,395733350,10821023,Pokeworks (Beyond Restaurant Group),,GP107253,https://pokeworks.com/,Not Titanium,Retail & Multi-Site
2837,11441102,100165,"Popular, Inc. (Banco Popular in Puerto Rico)",NASDAQGS:BPOP,GP101519,http://www.popular.com/,Not Titanium,Financial & Professional Services
2838,15581196,5045156,Press Ganey Associates,,GP154038,http://www.pressganey.com/,Not Titanium,Healthcare
2839,31703731,6209649,PricewaterhouseCoopers LLP,,GP100861,http://www.pwc.co.uk/,Not Titanium,Financial & Professional Services
2840,31227987,4222561,"PrimeSource Building Products, Inc.",,GP107181,http://www.primesourcebp.com/,Not Titanium,Industrial & Logistics
2841,31457292,4133357,Promega Corporation,,GP112014,https://www.promega.com/,Not Titanium,Life Sciences
2842,69239831,7198038,Public Company Accounting Oversight Board,,GP105031,http://www.pcaobus.org/,Not Titanium,Infrastructure & Public Enterprise
2843,356688100,,Punch Bowl Social,,GP118246,https://punchbowlsocial.com/,Not Titanium,Retail & Multi-Site
